Date,Open,High,Low,close,adj_close,Volume,daily_returns_adj,daily_fwd_returns_adj
23-Jul-23,29790.11,30330.64,29741.53,30084.54,30084.54,9220145050,-0.010395373,0.010504571
22-Jul-23,29908.7,29991.62,29664.12,29771.8,29771.8,7873300598,0.004599655,-0.004578595
21-Jul-23,29805.11,30046,29733.85,29908.74,29908.74,10972789818,-0.003902538,0.003917828
20-Jul-23,29915.25,30195.53,29638.1,29792.02,29792.02,14655207121,0.0040917,-0.004075026
19-Jul-23,29862.05,30184.18,29794.27,29913.92,29913.92,12128602812,-0.001917502,0.001921186
18-Jul-23,30147.07,30233.66,29556.43,29856.56,29856.56,13138897269,0.009690668,-0.00959766
17-Jul-23,30249.63,30336.4,29685.78,30145.89,30145.89,13240156074,0.003424679,-0.003412991
16-Jul-23,30297.47,30437.56,30089.67,30249.13,30249.13,8516564470,0.001543185,-0.001540807
15-Jul-23,30331.78,30407.78,30263.46,30295.81,30295.81,8011667756,0.001262881,-0.001261288
14-Jul-23,31474.72,31582.25,29966.39,30334.07,30334.07,20917902660,0.037646778,-0.036280918
13-Jul-23,30387.49,31814.52,30268.35,31476.05,31476.05,23686079548,-0.034451591,0.035680853
12-Jul-23,30622.25,30959.96,30228.84,30391.65,30391.65,14805659717,0.007544836,-0.007488337
11-Jul-23,30417.63,30788.31,30358.1,30620.95,30620.95,12151839152,-0.006743096,0.006788874
10-Jul-23,30172.42,31026.08,29985.39,30414.47,30414.47,14828209155,-0.007997509,0.008061985
09-Jul-23,30291.61,30427.59,30085.59,30171.23,30171.23,7903327692,0.004020718,-0.004004616
